order_datetime,order_gk,order_status_key,is_courier_assigned_key,cancellations_time_in_seconds
2020-07-22 10:04:52,3000578502013,4,1,45.0
2020-07-22 09:53:57,3000578501614,9,0,
2020-07-22 16:50:03,3000578676542,4,0,173.0
2020-07-22 12:56:38,3000578576452,4,0,18.0
2020-07-22 16:10:57,3000578652469,9,0,
2020-07-22 16:38:51,3000578676209,4,0,46.0
2020-07-22 15:27:57,3000578650825,4,0,56.0
2020-07-22 22:36:42,3000578826116,9,0,
2020-07-22 12:57:04,3000578576467,4,1,142.0
2020-07-22 05:28:41,3000578400462,4,0,68.0
2020-07-22 16:30:46,3000578675935,4,0,125.0
2020-07-22 20:22:32,3000578752276,4,0,108.0
2020-07-22 08:42:25,3000578476692,4,0,85.0
2020-07-22 18:44:00,3000578726541,4,1,96.0
2020-07-22 09:09:49,3000578478199,4,0,24.0
2020-07-22 16:58:25,3000578676818,4,0,67.0
2020-07-22 16:39:40,3000578676153,4,0,172.0
2020-07-22 07:44:41,3000578451097,4,0,127.0
2020-07-22 21:52:27,3000578801536,4,1,453.0
2020-07-22 08:11:35,3000578452247,9,0,
2020-07-22 09:06:45,3000578477953,4,0,187.0
2020-07-22 15:14:00,3000578627201,4,0,72.0
2020-07-22 17:35:50,3000578701516,4,0,142.0
2020-07-22 11:33:46,3000578550923,4,1,159.0
2020-07-22 16:55:25,3000578676715,4,0,167.0
2020-07-22 11:05:09,3000578526620,4,1,366.0
2020-07-22 13:38:38,3000578601162,9,0,
2020-07-22 14:19:22,3000578602249,4,1,143.0
2020-07-22 15:17:13,3000578627339,4,0,150.0
2020-07-22 18:55:45,3000578727066,4,1,56.0
2020-07-22 16:31:05,3000578675965,4,0,101.0
2020-07-22 02:45:45,3000578325482,4,1,667.0
2020-07-22 09:45:33,3000578501259,4,1,311.0
2020-07-22 14:46:04,3000578626300,4,0,51.0
2020-07-22 17:43:37,3000578702483,4,1,425.0
2020-07-22 07:58:23,3000578451655,4,1,416.0
2020-07-22 20:29:32,3000578776006,4,1,212.0
2020-07-22 00:14:27,3000578202026,4,0,33.0
2020-07-22 10:40:11,3000589806121,9,0,
2020-07-22 08:14:35,3000589732363,4,1,56.0
2020-07-22 13:24:39,3000589880764,4,1,189.0
2020-07-22 20:38:37,3000590056290,4,0,89.0
2020-07-22 02:42:01,3000589605560,9,0,
2020-07-22 20:46:55,3000590056489,9,0,
2020-07-22 22:19:55,3000590082631,4,0,160.0
2020-07-22 22:04:59,3000590082253,9,0,
2020-07-22 23:15:38,3000590107442,9,0,
2020-07-22 12:32:49,3000589855957,4,1,447.0
2020-07-22 15:57:35,3000589931858,4,1,19.0
2020-07-22 08:40:08,3000589756401,4,1,50.0
2020-07-22 19:19:21,3000590007653,4,1,103.0
2020-07-22 13:47:56,3000589881251,4,1,67.0
2020-07-22 02:49:11,3000589605587,4,0,210.0
2020-07-22 14:44:33,3000589906253,4,1,246.0
2020-07-22 18:19:57,3000589982853,4,0,16.0
2020-07-22 23:15:25,3000590107434,9,0,
2020-07-22 17:00:50,3000589956926,4,1,15.0
2020-07-22 02:36:05,3000589605512,9,0,
2020-07-22 08:54:41,3000589757187,4,0,46.0
2020-07-22 13:07:58,3000589856928,9,0,
2020-07-22 18:19:49,3000589982849,4,1,320.0
2020-07-22 16:39:25,3000589956300,4,1,101.0
2020-07-22 09:45:49,3000589781315,4,1,90.0
2020-07-22 23:12:41,3000590107346,9,0,
2020-07-22 18:44:17,3000590006612,4,0,99.0
2020-07-22 09:34:05,3000589781002,4,1,288.0
2020-07-22 12:56:14,3000589856601,4,1,109.0
2020-07-22 21:23:15,3000590081001,4,0,86.0
2020-07-22 00:18:25,3000589482137,4,1,109.0
2020-07-22 12:57:26,3000589856619,4,0,57.0
2020-07-22 21:18:43,3000590057230,4,1,111.0
2020-07-22 06:21:02,3000589680883,4,1,14.0
2020-07-22 08:28:18,3000589755807,4,1,378.0
2020-07-22 13:42:39,3000589881148,4,0,48.0
2020-07-22 23:37:16,3000590131398,4,0,8.0
2020-07-22 23:21:51,3000590107600,4,0,119.0
2020-07-22 23:29:59,3000590131193,9,0,
2020-07-22 23:02:13,3000590107047,9,0,
2020-07-22 13:41:08,3000589881079,9,0,
2020-07-22 12:52:13,3000589856533,4,1,119.0
2020-07-22 13:33:50,3000589880996,4,0,139.0
2020-07-22 13:41:37,3000589881121,4,1,50.0
2020-07-22 21:37:33,3000590081296,4,0,65.0
2020-07-22 02:46:30,3000589605575,4,0,110.0
2020-07-22 16:22:46,3000589932817,4,0,6.0
2020-07-22 13:25:58,3000589880796,4,0,78.0
2020-07-22 20:17:56,3000590032292,9,0,
2020-07-22 23:20:22,3000590107564,4,0,144.0
2020-07-22 13:30:54,3000589880933,4,0,136.0
2020-07-22 18:31:10,3000590006049,4,1,226.0
2020-07-22 14:32:31,3000589905989,4,1,265.0
2020-07-22 19:09:45,3000590007369,9,0,
2020-07-22 21:23:56,3000590081018,9,0,
2020-07-22 02:47:35,3000589605578,9,0,
2020-07-22 21:14:29,3000590057184,4,0,5.0
2020-07-22 00:14:05,3000589482091,9,0,
2020-07-22 23:46:20,3000590131664,9,0,
2020-07-22 02:51:42,3000589605602,4,0,158.0
2020-07-22 13:24:30,3000589880750,9,0,
2020-07-22 20:11:46,3000590032126,4,1,22.0
2020-07-22 20:58:24,3000590056775,4,0,112.0
2020-07-22 18:45:57,3000590006651,4,1,587.0
2020-07-22 08:41:13,3000589756481,4,0,76.0
2020-07-22 21:10:30,3000590057087,4,0,59.0
2020-07-22 14:04:54,3000589881655,4,1,243.0
2020-07-22 21:22:34,3000590057360,4,0,49.0
2020-07-22 13:30:10,3000589880800,4,0,238.0
2020-07-22 21:20:43,3000590057289,9,0,
2020-07-22 22:23:06,3000590106008,4,1,216.0
2020-07-22 23:29:39,3000590131172,4,0,82.0
2020-07-22 23:23:30,3000590131028,4,0,70.0
2020-07-22 23:21:13,3000590107575,4,1,691.0
2020-07-22 07:05:49,3000589706032,4,1,570.0
2020-07-22 13:00:03,3000589856698,4,0,44.0
2020-07-22 13:12:33,3000589857090,4,0,162.0
2020-07-22 17:11:13,3000589957221,9,0,
2020-07-22 22:15:38,3000590082542,4,1,35.0
2020-07-22 23:26:57,3000590107597,4,1,492.0
2020-07-22 23:01:08,3000590106965,4,0,119.0
2020-07-22 20:41:55,3000590056351,4,0,49.0
2020-07-22 12:11:56,3000589831917,4,0,11.0
2020-07-22 15:04:15,3000589906839,4,1,439.0
2020-07-22 20:23:30,3000590055980,4,0,61.0
2020-07-22 17:55:16,3000589981914,4,0,118.0
2020-07-22 13:19:20,3000589857299,9,0,
2020-07-22 18:07:16,3000589982404,4,1,562.0
2020-07-22 21:10:17,3000590057078,9,0,
2020-07-22 21:56:27,3000590081742,4,1,132.0
2020-07-22 23:15:17,3000590107431,9,0,
2020-07-22 13:22:53,3000589857365,4,0,87.0
2020-07-22 15:57:15,3000589931789,4,0,88.0
2020-07-22 21:06:23,3000590056984,4,0,193.0
2020-07-22 00:10:58,3000589482055,4,0,39.0
2020-07-22 20:49:13,3000590056554,9,0,
2020-07-22 18:41:41,3000590006063,4,0,909.0
2020-07-22 17:57:45,3000589981972,9,0,
2020-07-22 13:25:09,3000589880780,4,0,88.0
2020-07-22 19:58:53,3000582441318,4,1,86.0
2020-07-22 16:19:52,3000582341502,4,1,548.0
2020-07-22 15:13:24,3000582316361,4,0,70.0
2020-07-22 03:22:15,3000582015822,4,1,633.0
2020-07-22 08:48:42,3000582165860,4,1,105.0
2020-07-22 09:45:11,3000582190819,9,0,
2020-07-22 12:13:04,3000582241293,4,1,100.0
2020-07-22 00:15:39,3000580151815,4,1,72.0
2020-07-22 22:36:37,3000580126385,4,0,161.0
2020-07-22 22:03:08,3000580101487,4,0,59.0
2020-07-22 14:57:30,3000579926365,4,1,70.0
2020-07-22 00:49:07,3000579526482,4,0,228.0
2020-07-22 01:22:37,3000579527035,4,0,227.0
2020-07-22 03:08:25,3000579625808,9,0,
2020-07-22 07:48:03,3000579750630,9,0,
2020-07-22 05:08:55,3000579675804,4,1,76.0
2020-07-22 11:33:57,3000579850869,4,0,10.0
2020-07-22 01:43:08,3000579600733,4,0,36.0
2020-07-22 01:42:07,3000579600711,4,0,47.0
2020-07-22 09:30:03,3000579800678,4,1,218.0
2020-07-22 00:50:57,3000579526550,4,0,222.0
2020-07-22 03:24:29,3000579650500,9,0,
2020-07-22 00:54:57,3000579526651,4,0,210.0
2020-07-22 01:51:43,3000579600814,9,0,
2020-07-22 13:54:03,3000579901356,9,0,
2020-07-22 01:26:35,3000579600469,4,0,80.0
2020-07-22 16:03:55,3000579951489,4,1,150.0
2020-07-22 21:42:48,3000580101146,4,0,173.0
2020-07-22 01:07:37,3000579526842,4,0,209.0
2020-07-22 11:44:12,3000579851091,9,0,
2020-07-22 10:09:30,3000579801351,4,0,204.0
2020-07-22 00:32:15,3000579526195,9,0,
2020-07-22 12:04:38,3000579851490,4,0,37.0
2020-07-22 23:29:04,3000580151129,4,1,420.0
2020-07-22 18:19:23,3000580001884,4,1,69.0
2020-07-22 03:23:30,3000579650480,4,0,135.0
2020-07-22 11:42:33,3000579851058,4,0,23.0
2020-07-22 13:46:27,3000579901204,4,1,231.0
2020-07-22 02:54:58,3000579625679,9,0,
2020-07-22 00:14:49,3000579502118,9,0,
2020-07-22 01:20:35,3000579527019,4,0,21.0
2020-07-22 14:04:57,3000579901512,4,1,134.0
2020-07-22 13:33:51,3000579900948,4,0,158.0
2020-07-22 03:02:00,3000579625738,9,0,
2020-07-22 09:50:35,3000579801090,4,0,189.0
2020-07-22 12:01:26,3000579851424,4,0,35.0
2020-07-22 00:36:32,3000579526279,4,0,91.0
2020-07-22 14:17:45,3000579901779,4,1,18.0
2020-07-22 13:36:38,3000579900991,4,1,454.0
2020-07-22 01:25:10,3000579600433,9,0,
2020-07-22 09:28:21,3000579800660,9,0,
2020-07-22 15:21:58,3000579926736,4,0,25.0
2020-07-22 09:35:59,3000579800797,9,0,
2020-07-22 09:23:22,3000579800614,4,1,1186.0
2020-07-22 12:55:49,3000579876316,4,0,130.0
2020-07-22 00:19:19,3000579502223,9,0,
2020-07-22 03:22:16,3000579625986,4,0,40.0
2020-07-22 02:27:14,3000579625484,4,1,98.0
2020-07-22 00:14:43,3000579502113,9,0,
2020-07-22 21:56:18,3000580101375,4,1,220.0
2020-07-22 00:08:02,3000579501999,4,0,133.0
2020-07-22 00:23:56,3000579526010,9,0,
2020-07-22 10:11:45,3000579801384,4,0,58.0
2020-07-22 23:18:13,3000580127219,4,1,16.0
2020-07-22 03:15:59,3000579625916,9,0,
2020-07-22 10:18:17,3000579801477,4,0,11.0
2020-07-22 04:43:21,3000579675645,4,1,71.0
2020-07-22 00:14:22,3000579502104,9,0,
2020-07-22 01:18:27,3000579526988,4,0,237.0
2020-07-22 02:53:16,3000579625666,4,1,37.0
2020-07-22 18:46:16,3000580026322,4,0,210.0
2020-07-22 12:16:21,3000579851757,4,0,24.0
2020-07-22 22:52:52,3000580126696,4,1,38.0
2020-07-22 01:19:15,3000579527000,4,0,29.0
2020-07-22 12:00:11,3000579851399,9,0,
2020-07-22 00:10:55,3000579502046,9,0,
2020-07-22 16:28:06,3000579975864,9,0,
2020-07-22 12:30:38,3000579875835,9,0,
2020-07-22 23:09:03,3000580126988,4,1,26.0
2020-07-22 00:42:00,3000579526386,9,0,
2020-07-22 03:00:39,3000579625723,4,1,81.0
2020-07-22 03:29:05,3000579650538,9,0,
2020-07-22 00:50:06,3000579526501,9,0,
2020-07-22 00:45:05,3000579526436,4,0,91.0
2020-07-22 09:41:36,3000579800907,9,0,
2020-07-22 00:20:10,3000579502232,4,0,179.0
2020-07-22 13:58:15,3000579901417,4,0,7.0
2020-07-22 02:54:08,3000579625667,4,0,10.0
2020-07-22 01:59:13,3000579600883,9,0,
2020-07-22 19:05:11,3000580026715,4,1,17.0
2020-07-22 00:19:36,3000579502224,9,0,
2020-07-22 18:05:45,3000580001680,4,1,487.0
2020-07-22 11:57:27,3000579851354,4,0,54.0
2020-07-22 09:38:39,3000579800825,4,0,112.0
2020-07-22 22:00:16,3000580101421,4,1,182.0
2020-07-22 12:05:20,3000579851499,4,0,100.0
2020-07-22 01:38:02,3000579600652,4,0,237.0
2020-07-22 09:23:11,3000579800607,9,0,
2020-07-22 12:55:40,3000579876300,4,0,107.0
2020-07-22 09:33:20,3000579800728,4,0,230.0
2020-07-22 09:29:23,3000579800673,4,0,104.0
2020-07-22 13:52:40,3000579901340,9,0,
2020-07-22 13:36:41,3000579900996,9,0,
2020-07-22 09:40:36,3000579800870,4,0,247.0
2020-07-22 00:35:56,3000579526276,4,0,113.0
2020-07-22 11:58:55,3000579851379,9,0,
2020-07-22 03:10:24,3000579625833,9,0,
2020-07-22 02:37:55,3000579625556,4,0,66.0
2020-07-22 12:19:15,3000579851823,4,0,50.0
2020-07-22 01:29:59,3000579600515,9,0,
2020-07-22 01:25:59,3000579600454,4,0,85.0
2020-07-22 00:10:54,3000579502043,4,0,36.0
2020-07-22 09:45:57,3000579801000,9,0,
2020-07-22 18:53:17,3000580026472,4,1,126.0
2020-07-22 01:26:31,3000579600465,9,0,
2020-07-22 10:13:06,3000579801405,4,0,57.0
2020-07-22 20:11:13,3000580051757,4,0,32.0
2020-07-22 14:00:13,3000579901464,9,0,
2020-07-22 11:43:16,3000579851064,9,0,
2020-07-22 16:38:01,3000579976004,4,1,247.0
2020-07-22 22:23:24,3000580125971,4,1,410.0
2020-07-22 14:11:15,3000579901681,9,0,
2020-07-22 02:09:17,3000579601023,4,0,71.0
2020-07-22 05:38:43,3000579700588,4,0,128.0
2020-07-22 11:47:23,3000579851147,9,0,
2020-07-22 02:29:04,3000579625502,4,1,264.0
2020-07-22 01:06:35,3000579526824,4,0,47.0
2020-07-22 01:30:46,3000579600525,4,0,164.0
2020-07-22 14:21:47,3000579901866,4,0,65.0
2020-07-22 00:50:22,3000579526538,9,0,
2020-07-22 03:23:56,3000579650490,4,0,159.0
2020-07-22 12:25:18,3000579875736,4,0,22.0
2020-07-22 00:54:28,3000579526637,4,0,11.0
2020-07-22 03:31:54,3000579650564,9,0,
2020-07-22 01:21:44,3000579527027,9,0,
2020-07-22 21:19:48,3000580076681,4,0,166.0
2020-07-22 01:10:24,3000579526880,4,0,113.0
2020-07-22 05:06:58,3000579675790,4,1,11.0
2020-07-22 14:46:15,3000579926195,4,1,277.0
2020-07-22 23:45:23,3000580151367,4,1,29.0
2020-07-22 01:12:27,3000579526891,4,0,200.0
2020-07-22 17:40:31,3000580001119,4,0,68.0
2020-07-22 13:35:00,3000579900963,9,0,
2020-07-22 12:22:03,3000579851853,4,0,151.0
2020-07-22 00:12:22,3000579502069,9,0,
2020-07-22 00:54:20,3000579526626,4,0,220.0
2020-07-22 09:12:48,3000579776011,4,1,33.0
2020-07-22 12:55:31,3000579876310,9,0,
2020-07-22 12:26:20,3000579875745,9,0,
2020-07-22 01:32:06,3000579600540,9,0,
2020-07-22 21:45:20,3000580101208,4,0,33.0
2020-07-22 21:05:08,3000580076379,9,0,
2020-07-22 12:12:05,3000579851668,9,0,
2020-07-22 00:10:09,3000579501844,9,0,
2020-07-22 01:36:30,3000579600634,9,0,
2020-07-22 09:26:18,3000579800637,4,0,208.0
2020-07-22 11:51:38,3000579851235,9,0,
2020-07-22 11:38:02,3000579850952,9,0,
2020-07-22 11:34:14,3000579850875,9,0,
2020-07-22 11:32:07,3000579850821,4,0,50.0
2020-07-22 09:57:15,3000579801180,9,0,
2020-07-22 12:04:30,3000579851486,4,0,5.0
2020-07-22 11:32:13,3000579850826,4,0,200.0
2020-07-22 19:11:41,3000580026901,9,0,
2020-07-22 01:41:54,3000579600700,9,0,
2020-07-22 02:24:14,3000579625454,4,0,153.0
2020-07-22 14:49:32,3000579926248,4,1,634.0
2020-07-22 00:55:39,3000579526677,9,0,
2020-07-22 10:17:13,3000579801459,9,0,
2020-07-22 02:44:23,3000579625596,4,0,178.0
2020-07-22 13:29:31,3000579900849,9,0,
2020-07-22 15:30:36,3000579950869,9,0,
2020-07-22 23:48:44,3000580151424,4,1,192.0
2020-07-22 11:53:08,3000579851248,9,0,
2020-07-22 13:03:06,3000579876459,4,1,12.0
2020-07-22 14:21:18,3000579901857,9,0,
2020-07-22 21:46:17,3000580101180,9,0,
2020-07-22 03:19:38,3000579625938,9,0,
2020-07-22 00:11:25,3000579502008,4,0,370.0
2020-07-22 12:39:37,3000579875994,4,1,174.0
2020-07-22 15:43:13,3000579951149,4,1,161.0
2020-07-22 10:07:11,3000579801306,9,0,
2020-07-22 01:03:00,3000579526767,9,0,
2020-07-22 02:49:51,3000579625626,9,0,
2020-07-22 11:49:37,3000579851193,9,0,
2020-07-22 13:33:51,3000579900943,4,0,54.0
2020-07-22 00:54:18,3000579526618,4,0,157.0
2020-07-22 14:23:24,3000579925742,4,0,156.0
2020-07-22 14:23:08,3000579925732,4,0,123.0
2020-07-22 03:15:25,3000579625906,9,0,
2020-07-22 01:07:17,3000579526837,4,0,128.0
2020-07-22 10:50:59,3000579826117,9,0,
2020-07-22 00:09:20,3000579501982,9,0,
2020-07-22 14:25:47,3000579925809,4,0,167.0
2020-07-22 00:52:03,3000579526574,9,0,
2020-07-22 03:25:56,3000579650511,4,0,26.0
2020-07-22 00:03:39,3000579501932,4,1,547.0
2020-07-22 09:30:13,3000579800684,4,0,57.0
2020-07-22 01:17:22,3000579526980,4,0,227.0
2020-07-22 03:36:18,3000579650627,9,0,
2020-07-22 03:11:42,3000579625861,4,0,223.0
2020-07-22 03:39:26,3000579650659,9,0,
2020-07-22 09:10:32,3000579775988,4,1,145.0
2020-07-22 09:37:03,3000579800778,9,0,
2020-07-22 17:39:28,3000580001118,4,1,501.0
2020-07-22 02:58:30,3000579625699,4,1,111.0
2020-07-22 22:18:01,3000580102242,4,1,11.0
2020-07-22 01:34:14,3000579600576,9,0,
2020-07-22 01:08:30,3000579526857,4,0,77.0
2020-07-22 03:27:12,3000579650525,4,0,182.0
2020-07-22 09:07:58,3000579775965,4,1,528.0
2020-07-22 12:12:48,3000579851688,9,0,
2020-07-22 00:17:11,3000579502175,4,0,66.0
2020-07-22 00:19:37,3000579502225,9,0,
2020-07-22 09:39:14,3000579800852,4,0,180.0
2020-07-22 11:38:20,3000579850966,4,0,6.0
2020-07-22 02:54:10,3000579625672,9,0,
2020-07-22 22:14:54,3000580102088,4,0,140.0
2020-07-22 23:11:36,3000580127061,4,1,33.0
2020-07-22 11:58:03,3000579851360,4,0,118.0
2020-07-22 06:13:17,3000579700701,9,0,
2020-07-22 17:44:24,3000580001178,4,0,205.0
2020-07-22 11:55:38,3000579851296,4,0,96.0
2020-07-22 09:33:41,3000579800738,9,0,
2020-07-22 01:44:48,3000579600742,9,0,
2020-07-22 01:34:22,3000579600581,4,0,222.0
2020-07-22 02:07:00,3000579600988,4,1,33.0
2020-07-22 12:10:30,3000579851501,4,0,349.0
2020-07-22 22:07:26,3000580101727,9,0,
2020-07-22 22:08:17,3000580101778,4,0,25.0
2020-07-22 22:11:50,3000580102017,4,1,541.0
2020-07-22 09:30:32,3000579800686,4,0,618.0
2020-07-22 03:33:24,3000579650590,9,0,
2020-07-22 13:07:44,3000579876518,9,0,
2020-07-22 18:21:19,3000580001924,4,1,14.0
2020-07-22 01:37:41,3000579600644,9,0,
2020-07-22 19:18:46,3000580027032,4,0,8.0
2020-07-22 00:58:39,3000579526727,4,0,140.0
2020-07-22 09:48:27,3000579801051,4,0,22.0
2020-07-22 00:15:20,3000579502142,9,0,
2020-07-22 01:16:28,3000579526960,9,0,
2020-07-22 14:59:55,3000579926401,4,0,107.0
2020-07-22 04:39:00,3000579675602,9,0,
2020-07-22 12:57:00,3000579876338,4,0,151.0
2020-07-22 00:46:37,3000579526462,9,0,
2020-07-22 03:20:10,3000579625956,4,0,245.0
2020-07-22 18:45:22,3000580026296,9,0,
2020-07-22 03:24:24,3000579650497,4,0,16.0
2020-07-22 18:54:00,3000580026476,4,1,495.0
2020-07-22 12:59:29,3000579876373,4,0,159.0
2020-07-22 01:26:31,3000579600468,4,0,115.0
2020-07-22 09:47:01,3000579801001,4,1,735.0
2020-07-22 13:48:25,3000579901261,9,0,
2020-07-22 01:16:24,3000579526955,4,0,29.0
2020-07-22 15:41:04,3000579951095,9,0,
2020-07-22 13:06:41,3000579876508,9,0,
2020-07-22 09:34:58,3000579800774,4,0,26.0
2020-07-22 00:54:26,3000579526636,9,0,
2020-07-22 09:50:21,3000579801084,9,0,
2020-07-22 18:03:22,3000580001637,4,1,114.0
2020-07-22 00:15:12,3000579502130,9,0,
2020-07-22 00:50:06,3000579526533,9,0,
2020-07-22 03:06:15,3000579625782,4,0,33.0
2020-07-22 01:03:06,3000579526773,4,0,88.0
2020-07-22 00:57:49,3000579526719,9,0,
2020-07-22 09:31:23,3000579800702,9,0,
2020-07-22 01:35:33,3000579600604,4,0,33.0
2020-07-22 23:50:28,3000580151448,4,1,23.0
2020-07-22 19:15:59,3000580026960,9,0,
2020-07-22 10:04:26,3000579801239,4,1,157.0
2020-07-22 03:25:28,3000579650504,4,0,85.0
2020-07-22 09:27:15,3000579776062,4,0,735.0
2020-07-22 00:40:48,3000579526352,9,0,
2020-07-22 20:01:08,3000580051570,4,0,9.0
2020-07-22 11:37:48,3000579850951,9,0,
2020-07-22 09:20:39,3000579776089,4,0,192.0
2020-07-22 05:10:27,3000579675814,4,1,476.0
2020-07-22 12:59:38,3000579876382,4,0,49.0
2020-07-22 12:28:59,3000579875810,9,0,
2020-07-22 15:45:32,3000579951213,4,0,166.0
2020-07-22 06:20:24,3000579700743,4,1,693.0
2020-07-22 14:24:06,3000579925772,4,1,65.0
2020-07-22 03:14:43,3000579625899,4,0,25.0
2020-07-22 11:53:54,3000579851260,4,0,86.0
2020-07-22 21:46:58,3000589431557,4,1,133.0
2020-07-22 08:14:45,3000589082818,4,1,121.0
2020-07-22 07:45:14,3000589081237,4,1,22.0
2020-07-22 08:15:46,3000589082884,4,0,88.0
2020-07-22 08:43:56,3000589106837,9,0,
2020-07-22 17:27:30,3000589330982,4,1,19.0
2020-07-22 08:26:25,3000589105774,4,0,39.0
2020-07-22 08:10:38,3000589082532,4,0,118.0
2020-07-22 21:12:00,3000589406890,4,0,80.0
2020-07-22 08:25:23,3000589105707,4,0,217.0
2020-07-22 08:56:29,3000589107531,4,1,182.0
2020-07-22 02:54:49,3000588955585,4,0,35.0
2020-07-22 07:28:42,3000589080680,4,1,141.0
2020-07-22 18:03:02,3000589332243,4,0,109.0
2020-07-22 07:45:50,3000589081277,4,1,640.0
2020-07-22 00:23:38,3000588856034,4,0,36.0
2020-07-22 08:21:37,3000589083260,4,0,155.0
2020-07-22 17:39:12,3000589331322,9,0,
2020-07-22 06:14:40,3000589030841,4,1,443.0
2020-07-22 17:39:25,3000589331334,9,0,
2020-07-22 00:18:12,3000588832109,9,0,
2020-07-22 08:41:05,3000589106631,9,0,
2020-07-22 03:22:56,3000588955688,4,0,19.0
2020-07-22 15:53:56,3000589281394,4,0,734.0
2020-07-22 02:48:29,3000588955545,4,0,196.0
2020-07-22 07:49:35,3000589081348,9,0,
2020-07-22 23:46:26,3000589481547,4,0,71.0
2020-07-22 09:31:56,3000589130871,9,0,
2020-07-22 02:50:53,3000588955566,4,0,232.0
2020-07-22 09:42:29,3000589131230,9,0,
2020-07-22 08:00:05,3000589081860,4,0,63.0
2020-07-22 18:23:18,3000589355867,4,1,187.0
2020-07-22 21:14:33,3000589406938,4,0,84.0
2020-07-22 21:04:54,3000589406691,4,0,15.0
2020-07-22 08:08:17,3000589082418,4,0,121.0
2020-07-22 08:50:58,3000589107198,4,1,187.0
2020-07-22 08:11:01,3000589082565,4,0,163.0
2020-07-22 05:17:14,3000589005702,4,1,230.0
2020-07-22 23:25:59,3000589457919,4,0,208.0
2020-07-22 01:15:21,3000588856657,4,0,23.0
2020-07-22 23:26:13,3000589457897,4,0,297.0
2020-07-22 08:38:16,3000589106457,4,0,191.0
2020-07-22 17:51:37,3000589331839,4,1,79.0
2020-07-22 17:39:30,3000589331260,4,0,179.0
2020-07-22 19:14:18,3000589357682,4,1,64.0
2020-07-22 02:38:39,3000588955500,4,0,114.0
2020-07-22 07:55:56,3000589081632,4,1,21.0
2020-07-22 08:50:14,3000589107146,4,0,54.0
2020-07-22 08:21:58,3000589083275,9,0,
2020-07-22 00:25:23,3000588856075,4,1,46.0
2020-07-22 08:20:02,3000589082970,4,0,206.0
2020-07-22 08:13:11,3000589082700,4,0,64.0
2020-07-22 12:54:48,3000589206364,4,1,75.0
2020-07-22 09:18:57,3000589108606,4,0,215.0
2020-07-22 22:54:00,3000589456857,4,0,220.0
2020-07-22 10:38:43,3000589155965,4,1,141.0
2020-07-22 06:45:50,3000589055813,4,1,76.0
2020-07-22 08:10:41,3000589082536,9,0,
2020-07-22 07:41:25,3000589081109,4,1,76.0
2020-07-22 08:08:04,3000589082389,4,0,130.0
2020-07-22 18:32:05,3000589356137,4,1,179.0
2020-07-22 17:03:47,3000589307169,4,0,143.0
2020-07-22 17:06:58,3000589307280,4,1,42.0
2020-07-22 02:50:33,3000588955561,9,0,
2020-07-22 03:08:27,3000588955626,9,0,
2020-07-22 21:16:10,3000589406971,4,0,202.0
2020-07-22 21:05:43,3000589406721,4,0,115.0
2020-07-22 02:40:42,3000588955492,9,0,
2020-07-22 21:51:41,3000589431665,9,0,
2020-07-22 08:13:50,3000589082766,4,0,184.0
2020-07-22 08:13:07,3000589082697,4,0,155.0
2020-07-22 04:08:03,3000588980556,9,0,
2020-07-22 08:19:01,3000589083101,4,0,169.0
2020-07-22 21:33:09,3000589431179,4,0,38.0
2020-07-22 18:26:31,3000589355998,4,1,33.0
2020-07-22 08:56:29,3000589107536,4,1,308.0
2020-07-22 09:05:20,3000589107619,4,1,456.0
2020-07-22 17:51:41,3000589331847,4,0,213.0
2020-07-22 07:36:11,3000589080883,4,0,36.0
2020-07-22 07:40:05,3000589081031,4,1,279.0
2020-07-22 23:15:57,3000590107452,4,0,73.0
2020-07-22 22:18:29,3000590082594,4,0,91.0
2020-07-22 23:13:45,3000590107381,9,0,
2020-07-22 22:56:26,3000590106899,4,0,142.0
2020-07-22 12:58:14,3000589856653,4,0,19.0
2020-07-22 18:19:20,3000589982731,4,1,347.0
2020-07-22 03:18:54,3000589605701,4,0,242.0
2020-07-22 08:44:46,3000589756666,4,1,13.0
2020-07-22 08:56:03,3000589757266,4,1,20.0
2020-07-22 20:29:19,3000590056077,4,0,124.0
2020-07-22 18:47:05,3000590006682,4,1,205.0
2020-07-22 18:45:30,3000590006640,4,0,8.0
2020-07-22 14:22:41,3000589882107,4,0,10.0
2020-07-22 07:31:13,3000589730723,4,1,347.0
2020-07-22 13:24:39,3000589880759,4,0,31.0
2020-07-22 21:42:29,3000590081411,4,1,32.0
2020-07-22 23:05:16,3000590107142,9,0,
2020-07-22 23:20:12,3000590107548,4,0,155.0
2020-07-22 22:10:03,3000590082421,9,0,
2020-07-22 23:41:57,3000590131561,9,0,
2020-07-22 23:03:22,3000590107073,9,0,
2020-07-22 22:21:56,3000590082668,4,0,236.0
2020-07-22 23:28:36,3000590131151,9,0,
2020-07-22 13:01:03,3000589856729,4,0,79.0
2020-07-22 18:22:48,3000589982938,4,1,290.0
2020-07-22 18:53:02,3000590006859,4,0,16.0
2020-07-22 08:21:14,3000589732688,4,1,88.0
2020-07-22 08:51:56,3000589757018,4,1,71.0
2020-07-22 18:52:08,3000590006796,4,0,240.0
2020-07-22 13:28:40,3000589880882,4,0,10.0
2020-07-22 13:17:04,3000589857211,4,0,119.0
2020-07-22 19:27:21,3000590031039,4,1,29.0
2020-07-22 14:03:15,3000589881588,4,0,88.0
